user_id,gender,age,occupation_id,cp,occupation
1603,F,25,0,13326,other or not specified
1604,M,25,11,50111,lawyer
1605,F,18,0,28270,other or not specified
1606,F,35,3,55405,clerical/admin
1607,M,45,1,02135,academic/educator
1608,M,25,11,75230,lawyer
1609,F,35,9,06830,homemaker
1610,M,25,11,55555,lawyer
1611,M,25,0,03867,other or not specified
1612,M,25,17,11354,technician/engineer
1613,M,18,20,61801,writer
1614,M,35,0,90027,other or not specified
1615,F,45,7,10022,executive/managerial
1616,M,25,0,16101,other or not specified
1617,M,25,12,44060,programmer
1618,M,50,0,44139,other or not specified
1619,M,50,3,48843,clerical/admin
1620,M,25,20,48009,writer
1621,M,25,4,11423,college/grad student
1622,M,18,4,53715,college/grad student
1623,M,50,15,07746,scientist
1624,M,25,0,06810,other or not specified
1625,M,45,0,04330,other or not specified
1626,M,18,4,10010,college/grad student
1627,M,18,17,91505,technician/engineer
1628,M,18,20,90028,writer
1629,M,18,4,10003,college/grad student
1630,M,45,17,91355,technician/engineer
1631,F,50,0,94514,other or not specified
1632,M,25,16,94120,self-employed
1633,F,45,7,99701,executive/managerial
1634,F,56,0,38340,other or not specified
1635,M,25,0,97212,other or not specified
1636,F,25,19,60612,unemployed
1637,M,56,0,90049,other or not specified
1638,F,18,17,95405,technician/engineer
1639,M,25,17,95405,technician/engineer
1640,M,35,17,95610,technician/engineer
1641,M,25,0,95819,other or not specified
1642,M,50,13,62002,retired
1643,M,45,2,90813,artist
1644,M,18,12,90210,programmer
1645,F,18,9,62225,homemaker
1646,M,25,20,90046,writer
1647,M,18,18,98118,tradesman/craftsman
1648,M,50,14,85202,sales/marketing
1649,M,18,19,98034,unemployed
1650,M,25,19,94607,unemployed
1651,M,25,12,94520,programmer
1652,M,25,16,98208,self-employed
1653,M,18,0,94044,other or not specified
1654,F,45,0,94114,other or not specified
1655,M,18,4,94507,college/grad student
1656,M,25,17,94122,technician/engineer
1657,F,45,0,10022,other or not specified
1658,F,35,6,94214,doctor/health care
1659,F,18,9,99703,homemaker
1660,F,25,2,94577,artist
1661,M,35,7,80526,executive/managerial
1662,M,25,12,94121,programmer
1663,M,18,4,77845,college/grad student
1664,F,18,4,76707,college/grad student
1665,M,45,17,87505,technician/engineer
1666,M,25,14,15241,sales/marketing
1667,M,50,16,98516,self-employed
1668,M,35,2,95602,artist
1669,F,25,17,75006,technician/engineer
1670,F,56,13,95320,retired
1671,M,35,0,98368,other or not specified
1672,M,25,17,93933,technician/engineer
1673,M,1,10,98043-3621,K-12 student
1674,M,35,2,95816,artist
1675,F,25,6,97116,doctor/health care
1676,M,18,4,91301,college/grad student
1677,M,18,14,97123,sales/marketing
1678,F,18,17,97070,technician/engineer
1679,M,25,12,98052,programmer
1680,M,25,20,95380,writer
1681,M,18,4,78705,college/grad student
1682,M,25,2,98102,artist
1683,F,25,7,98109,executive/managerial
1684,M,18,3,85226,clerical/admin
1685,M,35,12,95833,programmer
1686,M,35,12,94062,programmer
1687,M,25,3,85013,clerical/admin
1688,F,18,4,34243,college/grad student
1689,M,35,5,98465,customer service
1690,M,35,16,98029,self-employed
1691,F,25,17,85301,technician/engineer
1692,M,35,20,97333,writer
1693,M,25,12,98684,programmer
1694,M,25,12,98116,programmer
1695,M,25,1,97206,academic/educator
1696,M,35,7,95765,executive/managerial
1697,F,18,4,98052,college/grad student
1698,M,35,2,97214,artist
1699,F,25,19,98102,unemployed
1700,M,25,20,98119,writer
1701,F,25,4,97233,college/grad student
1702,M,18,10,97303,K-12 student
1703,M,18,15,77047,scientist
1704,M,25,4,98926,college/grad student
1705,F,18,4,85033,college/grad student
1706,M,25,20,19134,writer
1707,M,50,1,95070,academic/educator
1708,M,25,0,64106,other or not specified
1709,M,25,0,73147,other or not specified
1710,M,18,0,94530,other or not specified
1711,F,18,4,30134,college/grad student
1712,M,25,0,73003,other or not specified
1713,M,25,0,47421,other or not specified
1714,M,25,17,43212,technician/engineer
1715,M,25,16,53406,self-employed
1716,M,25,0,43229,other or not specified
1717,F,50,6,30307,doctor/health care
1718,M,18,4,43235,college/grad student
1719,M,18,16,60523,self-employed
1720,M,18,4,94720,college/grad student
1721,M,18,19,70043,unemployed
1722,M,35,0,72058,other or not specified
1723,M,35,17,60103,technician/engineer
1724,M,18,4,00961,college/grad student
1725,M,18,19,67218,unemployed
1726,M,25,2,60160,artist
1727,M,35,16,50317,self-employed
1728,M,18,4,11710-1641,college/grad student
1729,M,25,7,53715,executive/managerial
1730,F,18,4,60137,college/grad student
1731,F,18,0,91601,other or not specified
1732,M,18,4,13655,college/grad student
1733,M,18,14,43725,sales/marketing
1734,M,45,17,94602,technician/engineer
1735,M,18,20,30605,writer
1736,M,56,8,00606,farmer
1737,M,35,20,46614,writer
1738,M,35,16,30034,self-employed
1739,M,56,16,77079,self-employed
1740,M,56,1,96153,academic/educator
1741,M,35,7,91107,executive/managerial
1742,M,25,15,08109,scientist
1743,M,35,17,77566,technician/engineer
1744,M,35,12,50325,programmer
1745,M,45,0,94114,other or not specified
1746,M,25,4,33157,college/grad student
1747,M,25,0,90638,other or not specified
1748,M,50,1,04240,academic/educator
1749,M,25,2,10040,artist
1750,M,50,5,10128,customer service
1751,M,35,20,77024,writer
1752,M,25,3,96813,clerical/admin
1753,M,35,6,90803,doctor/health care
1754,M,18,19,27028,unemployed
1755,F,18,4,77005,college/grad student
1756,F,25,1,75149,academic/educator
1757,M,25,4,75206,college/grad student
1758,F,25,0,33067-1400,other or not specified
1759,M,25,16,22112,self-employed
1760,F,25,3,90016,clerical/admin
1761,M,35,0,72058,other or not specified
1762,M,25,14,75230,sales/marketing
1763,M,35,7,76248,executive/managerial
1764,M,18,0,75149,other or not specified
1765,M,18,4,13655,college/grad student
1766,F,45,0,94566,other or not specified
1767,M,25,20,75205,writer
1768,M,45,16,75067,self-employed
1769,M,25,17,75240,technician/engineer
1770,M,35,16,79605,self-employed
1771,M,25,17,75044,technician/engineer
1772,M,56,2,90680,artist
1773,M,18,4,07030,college/grad student
1774,M,25,17,99003,technician/engineer
1775,M,25,4,70115,college/grad student
1776,M,25,0,45801,other or not specified
1777,M,25,20,17022,writer
1778,M,18,4,94704,college/grad student
1779,M,18,1,78133,academic/educator
1780,M,35,1,22181,academic/educator
1781,F,35,0,08009,other or not specified
1782,M,45,0,23454,other or not specified
1783,M,18,4,10027,college/grad student
1784,M,18,20,18104,writer
1785,M,18,4,04901,college/grad student
1786,M,45,1,85721,academic/educator
1787,M,18,8,90210,farmer
1788,M,45,2,19104,artist
1789,M,1,10,19116,K-12 student
1790,M,25,0,19152,other or not specified
1791,M,18,4,19146,college/grad student
1792,F,25,2,53523,artist
1793,M,25,4,20008,college/grad student
1794,M,25,11,20878,lawyer
1795,M,18,17,20724,technician/engineer
1796,M,50,11,20852,lawyer
1797,M,35,7,52003,executive/managerial
1798,M,45,11,22204,lawyer
1799,M,35,11,70118,lawyer
1800,M,18,4,70118,college/grad student
1801,F,25,6,54729,doctor/health care
1802,M,18,4,22903,college/grad student
1803,M,25,2,50021,artist
1804,M,25,7,22314,executive/managerial
1805,M,18,4,22401,college/grad student
1806,M,18,4,22032,college/grad student
1807,M,18,17,20742,technician/engineer
1808,F,18,4,22031,college/grad student
1809,F,25,14,12189,sales/marketing
1810,M,50,13,90210,retired
1811,M,56,2,08825,artist
1812,F,25,12,48103,programmer
1813,F,35,6,90035,doctor/health care
1814,M,50,7,10014,executive/managerial
1815,M,1,1,30707,academic/educator
1816,F,35,9,56007,homemaker
1817,M,35,1,53706,academic/educator
1818,M,1,8,02254,farmer
1819,F,35,12,45249,programmer
1820,M,25,20,50265,writer
1821,M,25,20,43315,writer
1822,F,25,0,53713,other or not specified
1823,F,35,1,92801,academic/educator
1824,F,18,4,43560,college/grad student
1825,M,25,7,50310,executive/managerial
1826,M,45,11,49265,lawyer
1827,F,25,1,07721,academic/educator
1828,M,18,4,07030,college/grad student
1829,M,25,16,07302,self-employed
1830,M,18,4,12180,college/grad student
1831,M,18,4,53190,college/grad student
1832,F,18,4,14433,college/grad student
1833,M,18,17,07030,technician/engineer
1834,M,35,5,10990,customer service
1835,M,25,19,11501,unemployed
1836,M,25,0,10016,other or not specified
1837,M,25,2,08817,artist
1838,M,35,7,10011,executive/managerial
1839,M,18,4,07940,college/grad student
1840,M,25,12,11217,programmer
1841,M,18,0,95037,other or not specified
1842,M,18,4,53190,college/grad student
1843,M,25,12,10014,programmer
1844,F,18,4,53711,college/grad student
1845,M,25,2,10002,artist
1846,M,45,12,95051,programmer
1847,M,18,4,60047,college/grad student
1848,M,35,5,10011,customer service
1849,M,35,7,11747,executive/managerial
1850,M,18,5,12582,customer service
1851,M,25,19,59602,unemployed
1852,M,25,12,10036,programmer
1853,M,50,0,90803,other or not specified
1854,M,25,0,92346,other or not specified
1855,M,18,4,93004,college/grad student
1856,M,56,7,92065,executive/managerial
1857,M,1,10,92106,K-12 student
1858,F,18,4,59715,college/grad student
1859,F,25,4,66049,college/grad student
1860,M,56,16,94591,self-employed
1861,M,50,16,92129,self-employed
1862,M,50,14,95129,sales/marketing
1863,M,18,4,90048,college/grad student
1864,M,35,7,94306,executive/managerial
1865,F,18,1,94606,academic/educator
1866,M,25,7,94043,executive/managerial
1867,M,50,7,95008,executive/managerial
1868,M,50,11,92346,lawyer
1869,M,45,14,95148,sales/marketing
1870,M,56,13,85248,retired
1871,F,45,1,46774,academic/educator
1872,M,50,20,92106,writer
1873,M,35,7,02127,executive/managerial
1874,M,45,7,95076,executive/managerial
1875,M,35,12,94107,programmer
1876,M,25,12,92024,programmer
1877,F,45,20,90069,writer
1878,M,1,10,92846,K-12 student
1879,M,25,4,29732,college/grad student
1880,M,35,0,91006,other or not specified
1881,M,35,2,95008,artist
1882,M,35,16,92352,self-employed
1883,F,50,0,94521,other or not specified
1884,M,45,20,93108,writer
1885,M,50,17,94611,technician/engineer
1886,M,25,12,94086,programmer
1887,M,56,15,92119,scientist
1888,M,35,12,95124,programmer
1889,M,18,14,80023,sales/marketing
1890,M,50,6,94702,doctor/health care
1891,M,45,1,91335,academic/educator
1892,M,25,20,90066,writer
1893,F,35,0,90024,other or not specified
1894,F,35,7,94602,executive/managerial
1895,M,35,14,89119,sales/marketing
1896,M,56,13,92115,retired
1897,F,50,2,94530,artist
1898,M,25,12,91101,programmer
1899,F,45,6,02135,doctor/health care
1900,M,56,12,94109,programmer
1901,M,50,7,94024,executive/managerial
1902,M,25,19,93536,unemployed
1903,M,35,0,90401,other or not specified
1904,M,18,1,30115,academic/educator
1905,F,35,20,94118,writer
1906,F,25,5,91311,customer service
1907,M,35,17,94804,technician/engineer
1908,M,56,13,95129,retired
1909,M,18,4,89146,college/grad student
1910,M,1,10,94707,K-12 student
1911,F,18,4,92805,college/grad student
1912,M,25,4,91325,college/grad student
1913,M,25,17,95126,technician/engineer
1914,F,35,14,95051,sales/marketing
1915,M,50,13,01938,retired
1916,M,45,7,90405,executive/managerial
1917,M,18,10,92704,K-12 student
1918,F,45,6,95209,doctor/health care
1919,M,1,0,94525,other or not specified
1920,F,35,7,80122,executive/managerial
1921,M,56,12,92780,programmer
1922,F,25,7,94303,executive/managerial
1923,M,35,7,90026,executive/managerial
1924,F,56,6,90630,doctor/health care
1925,M,50,7,92886,executive/managerial
1926,F,1,0,95404,other or not specified
1927,M,35,7,94806,executive/managerial
1928,M,1,10,94501,K-12 student
1929,F,1,10,91107,K-12 student
1930,M,25,15,94550,scientist
1931,M,25,2,94114,artist
1932,M,25,7,94114,executive/managerial
1933,M,18,19,94703,unemployed
1934,M,25,17,95014,technician/engineer
1935,M,1,10,90405,K-12 student
1936,M,35,0,90026,other or not specified
1937,M,25,11,92335,lawyer
1938,F,25,2,91351,artist
1939,F,35,2,94930,artist
1940,M,25,12,95158,programmer
1941,M,35,17,94550,technician/engineer
1942,M,35,5,04901,customer service
1943,M,18,4,91501,college/grad student
1944,F,18,4,93107,college/grad student
1945,M,25,20,92866,writer
1946,M,25,14,94110,sales/marketing
1947,M,25,7,94041,executive/managerial
1948,M,1,10,93111,K-12 student
1949,M,18,17,92595,technician/engineer
1950,M,25,12,49024,programmer
1951,F,18,4,90630,college/grad student
1952,M,35,1,91030,academic/educator
1953,F,25,2,94566,artist
1954,M,25,16,91402,self-employed
1955,M,1,19,03109,unemployed
1956,M,35,0,44280,other or not specified
1957,F,18,4,23185,college/grad student
1958,F,25,1,17055,academic/educator
1959,F,50,13,53092,retired
1960,M,45,7,55555,executive/managerial
1961,F,50,3,91911,clerical/admin
1962,F,18,1,60914,academic/educator
1963,F,50,9,91941,homemaker
1964,F,25,6,89523,doctor/health care
1965,M,56,17,48304,technician/engineer
1966,M,25,20,93637,writer
1967,M,50,7,92116,executive/managerial
1968,M,25,11,85258,lawyer
1969,F,25,3,92116,clerical/admin
1970,M,50,13,89052,retired
1971,F,25,14,80230,sales/marketing
1972,M,45,17,92111,technician/engineer
1973,M,25,1,22903,academic/educator
1974,M,35,17,12159,technician/engineer
1975,M,18,4,97361,college/grad student
1976,M,35,5,58703,customer service
1977,M,56,6,02726,doctor/health care
1978,M,1,10,43357,K-12 student
1979,M,56,17,49506,technician/engineer
1980,M,35,7,06460,executive/managerial
1981,M,56,1,80303,academic/educator
1982,M,1,10,80540,K-12 student
1983,M,25,14,92109,sales/marketing
1984,M,18,10,92130,K-12 student
1985,M,45,12,92122,programmer
1986,M,50,13,91977,retired
1987,M,25,17,62629,technician/engineer
1988,F,25,1,85224,academic/educator
1989,M,50,6,02090,doctor/health care
1990,M,25,7,85257,executive/managerial
1991,M,25,20,48309,writer
1992,M,18,4,85259,college/grad student
1993,M,35,17,99508,technician/engineer
1994,M,35,2,89012,artist
1995,M,25,1,85364,academic/educator
1996,M,35,0,85621,other or not specified
1997,M,25,0,84108,other or not specified
1998,F,50,9,24018,homemaker
1999,F,35,3,02113,clerical/admin
2000,M,18,4,44685,college/grad student
2001,M,50,1,48197,academic/educator
2002,F,56,13,02136-1522,retired
2003,M,1,10,80014,K-12 student
2004,M,45,19,53572,unemployed
2005,M,18,4,58601,college/grad student
2006,M,35,0,66048,other or not specified
2007,M,50,16,80442,self-employed
2008,M,25,3,48220,clerical/admin
2009,F,35,7,60625,executive/managerial
2010,M,18,4,81520,college/grad student
2011,F,35,3,01545,clerical/admin
2012,M,25,4,49456,college/grad student
2013,M,45,0,60543,other or not specified
2014,M,18,4,53233,college/grad student
2015,M,18,4,01003,college/grad student
2016,F,56,2,20783,artist
2017,M,25,17,35808,technician/engineer
2018,M,35,16,46214,self-employed
2019,M,50,1,27705,academic/educator
2020,M,25,7,45011,executive/managerial
2021,M,25,0,61364,other or not specified
2022,M,25,7,60137,executive/managerial
2023,M,18,4,56001,college/grad student
2024,M,1,19,06614,unemployed
2025,M,56,13,03440,retired
2026,M,50,16,49277,self-employed
2027,F,25,9,48021,homemaker
2028,M,45,6,44131,doctor/health care
2029,F,25,12,10011,programmer
2030,M,25,4,77345,college/grad student
2031,M,35,20,60640,writer
2032,M,50,14,44614,sales/marketing
2033,F,45,20,91436,writer
2034,F,45,2,01851,artist
2035,F,18,0,45212,other or not specified
2036,F,25,14,90046,sales/marketing
2037,M,56,14,02468,sales/marketing
2038,F,45,1,33301,academic/educator
2039,M,50,16,60060,self-employed
2040,F,25,7,02494,executive/managerial
2041,F,25,20,24015,writer
2042,M,1,10,79358,K-12 student
2043,M,25,14,37931,sales/marketing
2044,F,45,0,49408,other or not specified
2045,F,1,0,24179,other or not specified
2046,M,35,1,91711,academic/educator
2047,M,1,10,06437,K-12 student
2048,M,50,6,49456,doctor/health care
2049,F,50,0,13210,other or not specified
2050,F,35,3,99504,clerical/admin
2051,M,35,7,93906,executive/managerial
2052,M,1,10,46033,K-12 student
2053,M,45,11,06416,lawyer
2054,M,25,12,03110,programmer
2055,M,50,11,49008,lawyer
2056,M,25,4,56301,college/grad student
2057,M,35,1,49417,academic/educator
2058,F,56,1,06437,academic/educator
2059,M,35,0,44130,other or not specified
2060,M,1,1,48304,academic/educator
2061,M,56,1,44107,academic/educator
2062,M,18,4,44646,college/grad student
2063,M,25,4,43138,college/grad student
2064,M,35,1,01020,academic/educator
2065,M,25,6,46807,doctor/health care
2066,F,25,6,53202,doctor/health care
2067,M,50,16,06430,self-employed
2068,F,35,12,43528,programmer
2069,M,56,15,79068,scientist
2070,F,35,6,13210,doctor/health care
2071,M,45,7,01605,executive/managerial
2072,F,50,12,21133,programmer
2073,F,18,4,13148,college/grad student
2074,M,18,4,48197,college/grad student
2075,F,25,4,13210,college/grad student
2076,M,18,4,13165,college/grad student
2077,M,18,0,55112,other or not specified
2078,M,18,4,13323,college/grad student
2079,M,1,10,45241,K-12 student
2080,M,25,11,37931,lawyer
2081,M,18,17,49445,technician/engineer
2082,M,1,19,48323,unemployed
2083,M,18,4,64920,college/grad student
2084,M,18,4,23186,college/grad student
2085,M,18,0,06360,other or not specified
2086,M,35,14,48328,sales/marketing
2087,M,25,0,37923-3112,other or not specified
2088,M,50,7,60618,executive/managerial
2089,M,35,17,17601,technician/engineer
2090,M,35,17,48313,technician/engineer
2091,F,35,20,48044,writer
2092,M,56,1,49006,academic/educator
2093,M,18,0,48322,other or not specified
2094,M,35,2,60061,artist
2095,M,56,13,58504,retired
2096,F,25,17,33990,technician/engineer
2097,M,18,5,48504,customer service
2098,M,35,20,48067,writer
2099,F,18,0,48823,other or not specified
2100,F,25,0,24017,other or not specified
2101,M,25,16,48309,self-employed
2102,M,25,11,48825,lawyer
2103,M,35,12,03062,programmer
2104,M,45,15,60035,scientist
2105,M,25,1,24060,academic/educator
2106,F,18,20,495321,writer
2107,M,25,1,24060,academic/educator
2108,M,1,10,60462,K-12 student
2109,M,25,16,13090,self-employed
2110,M,50,11,46802,lawyer
2111,M,56,13,32806,retired
2112,F,45,12,23116,programmer
2113,M,25,6,04456,doctor/health care
2114,M,18,18,21740,tradesman/craftsman
2115,M,35,17,01519,technician/engineer
2116,M,18,4,49546,college/grad student
2117,M,56,13,49307,retired
2118,M,25,14,02148,sales/marketing
2119,M,35,4,10036,college/grad student
2120,M,1,0,02780,other or not specified
2121,M,56,13,02356,retired
2122,M,35,12,61614,programmer
2123,F,35,0,13064,other or not specified
2124,M,25,0,12306,other or not specified
2125,M,35,3,46033,clerical/admin
2126,M,56,14,02632,sales/marketing
2127,M,18,4,12309,college/grad student
2128,F,45,1,46737,academic/educator
2129,M,25,5,04103,customer service
2130,M,45,0,03060,other or not specified
2131,M,25,0,01701,other or not specified
2132,M,56,14,02632,sales/marketing
2133,F,1,10,01607,K-12 student
2134,M,18,10,02780,K-12 student
2135,M,50,1,01778,academic/educator
2136,M,35,18,13027,tradesman/craftsman
2137,F,1,10,00681,K-12 student
2138,F,18,4,88119,college/grad student
2139,F,50,3,33615,clerical/admin
2140,M,45,14,46804,sales/marketing
2141,F,50,16,48706,self-employed
2142,F,45,14,46804,sales/marketing
2143,M,18,4,32607,college/grad student
2144,M,18,0,46517,other or not specified
2145,M,18,10,32750,K-12 student
2146,M,18,2,96002,artist
2147,F,18,0,60641,other or not specified
2148,F,18,0,81301,other or not specified
2149,M,25,0,60089,other or not specified
2150,F,18,4,22904,college/grad student
2151,M,56,13,33316,retired
2152,M,18,4,22807,college/grad student
2153,M,18,16,97405,self-employed
2154,M,25,12,68508,programmer
2155,F,1,10,50246,K-12 student
2156,M,18,19,55912,unemployed
2157,F,18,3,45244,clerical/admin
2158,M,25,12,60618,programmer
2159,F,50,14,60618,sales/marketing
2160,F,18,19,46556,unemployed
2161,F,35,2,95521,artist
2162,F,1,10,35810,K-12 student
2163,M,18,0,87122,other or not specified
2164,M,35,0,95826,other or not specified
2165,M,25,7,32836,executive/managerial
2166,M,1,10,99203,K-12 student
2167,F,25,6,95833,doctor/health care
2168,M,1,10,60202,K-12 student
2169,M,1,0,95451,other or not specified
2170,F,50,16,99114,self-employed
2171,M,35,0,48103,other or not specified
2172,M,18,20,60641,writer
2173,M,50,13,87502,retired
2174,M,50,12,87505,programmer
2175,M,25,4,99217,college/grad student
2176,M,1,19,73505,unemployed
2177,F,35,20,95451,writer
2178,M,45,14,85251,sales/marketing
2179,F,25,0,28304,other or not specified
2180,M,25,12,27713-9225,programmer
2181,M,25,0,45245,other or not specified
2182,F,25,4,60443,college/grad student
2183,F,56,1,11795,academic/educator
2184,M,18,4,45403,college/grad student
2185,M,45,17,27502,technician/engineer
2186,M,18,5,41018,customer service
2187,M,45,16,60126,self-employed
2188,F,18,19,60641,unemployed
2189,M,1,10,60148,K-12 student
2190,F,25,15,27603,scientist
2191,M,18,4,45231,college/grad student
2192,F,25,0,27713,other or not specified
2193,M,1,10,41011,K-12 student
2194,M,25,17,45233,technician/engineer
2195,M,1,10,60148,K-12 student
2196,M,25,12,45140,programmer
2197,F,25,1,27515,academic/educator
2198,F,35,9,46815,homemaker
2199,M,1,10,60613,K-12 student
2200,M,35,1,60016,academic/educator
2201,M,56,20,46804,writer
2202,F,1,10,11743,K-12 student
2203,M,45,12,53718,programmer
2204,M,56,3,94941,clerical/admin
2205,F,25,7,10016,executive/managerial
2206,M,45,7,11201,executive/managerial
2207,M,18,4,07508,college/grad student
2208,M,25,0,10006,other or not specified
2209,M,35,7,10011,executive/managerial
2210,M,45,17,88005-4313,technician/engineer
2211,M,45,6,01950,doctor/health care
2212,M,18,4,80521,college/grad student
2213,F,25,0,60622,other or not specified
2214,F,25,1,46807,academic/educator
2215,F,25,0,93940,other or not specified
2216,F,25,20,60612,writer
2217,M,1,10,44906,K-12 student
2218,M,35,17,64153,technician/engineer
2219,M,25,6,60060,doctor/health care
2220,F,50,3,95451-9554,clerical/admin
2221,M,56,17,94931,technician/engineer
2222,F,45,1,13088,academic/educator
2223,M,25,2,60123,artist
2224,M,25,12,60025,programmer
2225,M,25,5,96815,customer service
2226,F,25,7,27514,executive/managerial
2227,M,50,14,60016,sales/marketing
2228,M,25,12,60025,programmer
2229,M,45,0,61821,other or not specified
2230,F,45,1,60302,academic/educator
2231,M,50,11,85726,lawyer
2232,M,25,14,60061,sales/marketing
2233,F,35,3,60187,clerical/admin
2234,M,56,1,85718,academic/educator
2235,M,1,10,46324,K-12 student
2236,M,1,10,96782,K-12 student
2237,F,35,6,14905,doctor/health care
2238,F,25,4,32607,college/grad student
2239,M,18,10,60148,K-12 student
2240,M,45,12,64117,programmer
2241,M,45,5,60647,customer service
2242,M,18,4,60115,college/grad student
2243,M,45,2,86701,artist
2244,M,1,10,60565,K-12 student
2245,M,1,10,60007,K-12 student
2246,M,25,0,60622,other or not specified
2247,M,45,2,60613,artist
2248,F,35,12,46755,programmer
2249,M,25,5,60466,customer service
2250,M,18,19,60010,unemployed
2251,M,35,14,60626,sales/marketing
2252,F,18,1,01562,academic/educator
2253,F,50,0,46815,other or not specified
2254,M,35,5,33317,customer service
2255,F,35,6,44303,doctor/health care
2256,F,45,15,59840,scientist
2257,F,18,4,59715,college/grad student
2258,F,18,4,10033,college/grad student
2259,F,56,16,70503,self-employed
2260,F,25,20,46835,writer
2261,M,25,5,33025,customer service
2262,M,45,17,48116,technician/engineer
2263,M,25,6,70508,doctor/health care
2264,F,45,7,37877,executive/managerial
2265,M,56,13,60506,retired
2266,F,50,2,48118,artist
2267,F,56,13,37774,retired
2268,F,35,1,46774,academic/educator
2269,F,45,0,11217,other or not specified
2270,M,18,1,14620,academic/educator
2271,M,50,14,13210,sales/marketing
2272,M,25,0,71731,other or not specified
2273,M,25,6,23235,doctor/health care
2274,M,18,2,31401,artist
2275,M,56,7,39211,executive/managerial
2276,M,56,13,44143,retired
2277,F,45,9,13035,homemaker
2278,M,50,17,01536,technician/engineer
2279,M,50,7,08816,executive/managerial
2280,M,56,6,74105,doctor/health care
2281,M,45,11,48104,lawyer
2282,M,50,2,32117,artist
2283,M,35,18,44708,tradesman/craftsman
2284,M,25,20,90024,writer
2285,F,1,10,13090,K-12 student
2286,M,35,17,82604,technician/engineer
2287,M,56,0,06082,other or not specified
2288,M,1,10,13066,K-12 student
2289,F,50,1,52002,academic/educator
2290,M,25,0,61021,other or not specified
2291,M,45,1,13214,academic/educator
2292,M,50,15,13039,scientist
2293,F,56,3,48130,clerical/admin
2294,M,56,13,48108,retired
2295,M,45,11,72316,lawyer
2296,F,25,6,22923,doctor/health care
2297,M,56,13,52003,retired
2298,M,35,17,77584,technician/engineer
2299,F,18,10,13090,K-12 student
2300,M,56,13,49423,retired
2301,F,25,12,02478,programmer
2302,M,50,12,48104,programmer
2303,M,50,17,08055,technician/engineer
2304,M,45,12,94103,programmer
2305,M,50,20,48104,writer
2306,F,18,4,02138,college/grad student
2307,M,25,17,02140,technician/engineer
2308,F,45,16,48103,self-employed
2309,F,45,0,08901,other or not specified
2310,M,45,12,48130,programmer
2311,F,25,4,22902,college/grad student
2312,M,45,0,13131,other or not specified
2313,F,50,6,48103-4711,doctor/health care
2314,F,25,1,13210,academic/educator
2315,M,56,7,48114,executive/managerial
2316,M,35,0,13207,other or not specified
2317,F,45,9,57108,homemaker
2318,M,56,7,48114,executive/managerial
2319,M,35,7,48104,executive/managerial
2320,F,50,1,06043,academic/educator
2321,M,25,7,30115,executive/managerial
2322,F,56,13,48105,retired
2323,M,35,3,13088,clerical/admin
2324,M,35,17,50321,technician/engineer
2325,F,18,4,27708,college/grad student
2326,M,18,4,01040,college/grad student
2327,M,18,10,48169,K-12 student
2328,M,56,7,13212,executive/managerial
2329,F,56,15,97367,scientist
2330,M,45,7,48103,executive/managerial
2331,M,56,1,48104,academic/educator
2332,M,56,14,01545,sales/marketing
2333,M,50,6,13035,doctor/health care
2334,F,56,7,01562,executive/managerial
2335,M,50,17,48197,technician/engineer
2336,M,35,18,13146,tradesman/craftsman
2337,M,35,17,49424,technician/engineer
2338,M,45,17,13152,technician/engineer
2339,F,56,3,52003,clerical/admin
2340,M,35,2,48104,artist
2341,M,56,1,13210,academic/educator
2342,M,35,3,48107,clerical/admin
2343,F,45,1,01604,academic/educator
2344,M,25,12,02139,programmer
2345,M,35,16,98031,self-employed
2346,F,1,10,48105,K-12 student
2347,M,35,1,48116,academic/educator
2348,M,50,12,06082,programmer
2349,M,25,8,50309,farmer
2350,M,18,4,44312,college/grad student
2351,F,25,0,11106,other or not specified
2352,M,50,13,41076,retired
2353,F,35,9,61270,homemaker
2354,M,35,11,94306,lawyer
2355,F,45,9,13203,homemaker
2356,F,50,16,13207,self-employed
2357,F,35,14,13316,sales/marketing
2358,F,56,6,06074,doctor/health care
2359,M,56,13,13685,retired
2360,M,50,6,13210,doctor/health care
2361,M,56,7,49423,executive/managerial
2362,M,25,14,94110,sales/marketing
2363,M,50,14,95823,sales/marketing
2364,F,56,9,13078,homemaker
2365,M,50,7,13203,executive/managerial
2366,F,45,16,01532,self-employed
2367,F,25,9,49424,homemaker
2368,F,56,13,13057,retired
2369,M,35,14,06040,sales/marketing
2370,M,50,1,13215,academic/educator
2371,F,35,7,06082,executive/managerial
2372,F,45,7,01602,executive/managerial
2373,M,45,7,94109,executive/managerial
2374,M,25,14,94404,sales/marketing
2375,F,50,7,13027,executive/managerial
2376,M,25,1,13210,academic/educator
2377,M,35,0,06108,other or not specified
2378,M,25,3,75150,clerical/admin
2379,M,18,18,13045,tradesman/craftsman
2380,M,25,4,22903,college/grad student
2381,F,35,9,13066,homemaker
2382,M,50,13,59715,retired
2383,F,25,14,95125,sales/marketing
2384,M,35,17,62034,technician/engineer
2385,F,45,2,01545,artist
2386,F,25,0,06040,other or not specified
2387,M,25,17,32224,technician/engineer
2388,M,56,5,06082,customer service
2389,M,25,16,37922,self-employed
2390,F,25,6,33076,doctor/health care
2391,M,50,18,13126,tradesman/craftsman
2392,F,56,3,06040,clerical/admin
2393,M,56,13,13123,retired
2394,M,35,6,37923,doctor/health care
